LNUM	ENTREE	ORIGINE	RENVOI	DESTINATION
L1742	Voirie	Voirie	Autoroute	Autoroute
L1743	Voirie	Voirie	Plan	Plan
L1744	Voirie	Voirie	Rue	Rue
L1745	Voirie	Voirie	Voie	Voie
L1746	Voisinage	Voisinage	Distance	Distance
L1747	Voisinage	Voisinage	Unité de voisinage	Unité de voisinage
L1748	Vulnérabilité	Vulnérabilité	Risque	Risque
L1749	Zone, zonage, zoning	Zone, zonage, zoning	Urbanisme	Urbanisme
L1750	Zone, zonage, zoning	Zone, zonage, zoning	Division spatiale	Division spatiale
L1751	Zone à urbaniser par priorité (ZUP)	ZUP	Banlieue	Banlieue
L1752	Zone à urbaniser par priorité (ZUP)	ZUP	Bidonville	Bidonville
L1753	Zone à urbaniser par priorité (ZUP)	ZUP	Exclusion	Exclusion
L1754	Zone à urbaniser par priorité (ZUP)	ZUP	Grand ensemble	Grand ensemble
L1755	Zone à urbaniser par priorité (ZUP)	ZUP	Ségrégation	Ségrégation
L1756	Zone à urbaniser par priorité (ZUP)	ZUP	Urbanisme	Urbanisme
L1757	Zone à urbaniser par priorité (ZUP)	ZUP	ZAC	ZAC
L1758	Zone d'aménagement concerté (ZAC)	ZAC	POS	POS
L1759	Zone d'aménagement concerté (ZAC)	ZAC	Urbanisme	Urbanisme
L1760	Zone d'aménagement concerté (ZAC)	ZAC	ZUP	ZUP
L1761	Zone franche urbaine	Zone franche urbaine	Politique de la ville	Politique de la ville
L1762	Zone franche urbaine	Zone franche urbaine	Zone urbaine sensible	Zone urbaine sensible
L1763	Zone de protection du patrimoine architectural et paysager (ZPPAUP)	ZPPAUP	Patrimoine	Patrimoine urbain
L1764	Zone de protection du patrimoine architectural et paysager (ZPPAUP)	ZPPAUP	Paysage	Paysage
L1765	Zone de protection du patrimoine architectural et paysager (ZPPAUP)	ZPPAUP	Urbanisme	Urbanisme
L1766	Zone urbaine sensible	Zone urbaine sensible	DSQ	DSQ
L1767	Zone urbaine sensible	Zone urbaine sensible	Discrimination	Discrimination
L1768	Zone urbaine sensible	Zone urbaine sensible	Exclusion	Exclusion
L1769	Zone urbaine sensible	Zone urbaine sensible	Pauvreté	Pauvreté
L1770	Zone urbaine sensible	Zone urbaine sensible	Politique de la ville	Politique de la ville
L1771	Zone urbaine sensible	Zone urbaine sensible	Zone franche urbaine	Zone franche urbaine
L1772	Zoo	Zoo	NA	Zoo
L1773	Zwischenstadt	Zwischenstadt	Città diffusa	Città diffusa
L1774	Zwischenstadt	Zwischenstadt	Limite	Limite
L1775	Zwischenstadt	Zwischenstadt	New urbanism	New urbanism
L1776	Zwischenstadt	Zwischenstadt	Urbain	Urbain (l')
L1777	Zwischenstadt	Zwischenstadt	Urbanisme	Urbanisme
L1778	Zwischenstadt	Zwischenstadt	Urban sprawl	Urban sprawl
